student_id,student_name,parent_name,parent_email,address,gender,age,attendance_rate,study_hours_weekly,previous_grades,assignment_completion,class_participation,extra_curricular,library_visits,online_resource_hours,parent_education,family_income,internet_access,tutoring,mentor_support,stress_level,motivation_score,final_grade,performance_category,pass_fail,last_reported_at,reported_by,counselor_reported,added_by,created_at,updated_at
114,Laitonjam Bembem,,,,Female,21,61.4,8.3,33.22,77.88,3.0,Yes,6,1.7,Master,Medium,No,No,Yes,4.0,6.9,86.38,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
115,Meisnam Ranjit,,,,Male,21,72.01,6.7,95.16,43.32,2.2,Yes,5,16.7,High School,Medium,Yes,No,Yes,7.8,5.2,77.36,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
116,Khangembam Sanatombi,,,,Female,20,86.91,8.4,76.26,66.46,1.1,Yes,5,12.3,High School,High,Yes,Yes,Yes,5.0,7.2,95.47,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
117,Koijam Ibotombi,,,,Male,22,82.32,4.9,82.25,62.83,2.4,Yes,2,3.4,Master,Medium,Yes,Yes,No,8.0,4.0,65.53,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
118,Pebam Priyabala,Pebam Ongbi,parent118@example.com,23 Residential Complex,Imphal,Female,18,66.78,1.6,51.81,34.97,7.3,No,3,0.4,Bachelor,Medium,No,No,No,7.7,4.7,49.68,At Risk,,,,Fail,,2026-03-26 00:33:49
119,Joykumari Memchoubi,,,,Female,22,91.85,2.5,89.2,87.28,3.2,Yes,9,0.6,High School,Medium,Yes,No,Yes,6.2,8.8,99.44,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
120,Takhellambam Biren,Takhellambam Ongbi,parent120@example.com,67 Sports Complex,Imphal,Male,18,73.49,7.7,48.17,53.5,5.2,No,0,10.1,Bachelor,Low,No,Yes,No,8.5,4.0,57.26,Below Average,,,,Fail,,2026-03-26 00:33:49
121,Chingakham Reena,,,,Female,22,72.39,3.1,30.12,70.22,6.3,Yes,1,14.7,Bachelor,Medium,Yes,No,No,2.8,9.7,118.04,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
122,Shijagurumayum Sanjoy,,,,Male,23,42.05,3.9,56.35,66.03,9.0,Yes,3,2.4,High School,Low,Yes,No,No,2.5,2.6,63.07,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
123,Takhellambam Sanalembi,,,,Female,17,99.2,10.0,69.95,65.93,9.0,Yes,6,4.4,Master,Low,Yes,No,No,7.8,3.2,109.45,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
124,Phurailatpam Nimai,,,,Male,17,47.38,6.3,63.51,37.51,7.7,Yes,1,6.5,Bachelor,Medium,Yes,No,Yes,3.2,5.2,80.78,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
125,Salam Robindro,,,,Male,16,53.87,11.8,90.35,59.64,1.3,Yes,5,4.4,High School,Medium,Yes,Yes,Yes,1.0,8.2,106.13,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
126,Maibam Ibemhal,,,,Female,24,43.1,3.9,37.38,61.67,6.2,No,3,7.8,PhD,Low,Yes,No,No,9.2,7.6,62.0,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
127,Surchandra Tombi,,,,Female,17,78.4,4.9,68.77,81.35,8.1,Yes,5,11.2,Bachelor,High,Yes,No,Yes,6.6,2.6,85.95,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
128,Usham Ibomcha,,,,Male,17,53.48,9.7,65.91,88.8,1.2,Yes,7,13.7,High School,Medium,Yes,Yes,No,5.0,3.1,87.98,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
129,Elangbam Reena,,,,Female,19,50.8,6.8,49.7,68.15,5.9,No,5,19.3,High School,Low,Yes,No,No,7.5,6.2,63.82,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
130,Keisham Sanalembi,,,,Female,19,45.31,16.4,87.56,36.07,8.7,Yes,6,18.6,High School,Medium,Yes,Yes,No,4.0,3.7,113.35,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
131,Rajkumari Ibemhal,,,,Female,16,46.2,2.5,82.7,46.58,5.3,No,1,11.4,Bachelor,High,Yes,Yes,No,9.6,4.8,68.22,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
132,Khomdram Tomba,,,,Male,24,75.08,2.7,81.3,41.55,1.0,Yes,2,14.7,High School,Medium,Yes,No,No,1.6,5.4,65.92,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
133,Laifungbam Deben,,,,Male,20,81.29,6.1,91.33,38.72,1.1,No,1,19.0,Bachelor,Low,Yes,Yes,No,6.8,6.3,82.44,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
134,Mangangcha Somorjit,,,,Male,19,63.84,6.9,80.59,55.61,4.7,Yes,5,1.7,High School,Low,No,No,No,8.0,3.3,88.03,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
135,Chakpram Suresh,Chakpram Ongbi,parent135@example.com,89 Educational Hub,Imphal,Male,20,68.79,2.8,46.23,46.06,2.4,Yes,2,0.1,Bachelor,Medium,Yes,No,No,5.2,2.5,58.98,Below Average,,,,Fail,,2026-03-26 00:33:49
136,Taorem Rajen,,,,Male,15,81.16,9.0,79.39,45.28,7.0,No,2,0.6,Master,Medium,Yes,No,No,7.8,4.6,85.75,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
137,Yumkham Nara,,,,Male,19,41.04,7.4,51.54,33.83,7.4,Yes,2,11.3,Bachelor,Medium,Yes,Yes,No,9.3,1.7,61.54,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
138,Nongthombam Bimol,,,,Male,23,59.39,3.6,46.95,31.24,2.6,Yes,2,15.3,Bachelor,High,Yes,Yes,Yes,7.7,5.7,64.22,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
139,Laitonjam Inaocha,,,,Male,24,98.39,6.0,35.11,37.19,9.0,No,2,7.3,PhD,Low,Yes,Yes,Yes,3.8,8.6,102.72,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
140,Khangembam Raghumani,,,,Male,16,74.81,8.9,82.08,42.05,5.0,Yes,2,10.9,Bachelor,High,Yes,No,No,6.1,2.1,77.44,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
141,Nongmaikapam Thoibi,,,,Female,15,55.25,6.0,79.77,60.17,2.3,Yes,6,10.3,Bachelor,High,Yes,No,No,9.2,2.0,68.07,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
142,Pebam Ibungo,,,,Male,24,71.3,2.6,46.41,65.74,7.9,No,0,1.9,Bachelor,High,No,Yes,No,5.0,1.7,73.36,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
143,Sanjenbam Tombi,,,,Female,23,60.56,1.2,82.46,39.84,8.1,Yes,1,6.4,Master,High,Yes,No,No,7.1,8.6,77.2,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
144,Pukhrambam Bembem,,,,Female,24,71.93,2.3,94.25,59.73,6.8,No,4,0.4,High School,High,Yes,No,Yes,5.2,1.7,80.86,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
145,Yendrembam Sanatombi,,,,Female,23,47.54,8.1,37.56,53.92,8.7,No,6,2.2,Bachelor,Medium,Yes,No,No,2.1,9.9,83.36,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
146,Joykumar Ningombam,,,,Male,23,47.96,5.7,46.28,42.84,7.6,Yes,3,16.2,Bachelor,Medium,Yes,Yes,No,1.5,4.2,74.7,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
147,Chingakham Ropen,,,,Male,20,48.61,4.1,82.52,30.48,8.9,Yes,3,16.6,Bachelor,Medium,Yes,Yes,No,9.6,4.0,80.29,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
148,Maibam Romesh,,,,Male,22,96.39,3.6,49.22,62.69,4.9,Yes,3,16.0,Master,High,Yes,No,No,6.5,1.8,72.87,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
149,Surchandra Khangembam,,,,Male,15,83.97,3.5,73.73,78.0,7.7,Yes,4,14.5,Bachelor,Medium,No,No,No,1.9,6.3,106.42,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
150,Sagolsem Memchoubi,Sagolsem Ongbi,parent150@example.com,45 Market Area,Imphal,Female,24,49.74,4.1,35.68,45.84,10.0,No,1,15.9,High School,Low,Yes,Yes,No,8.7,6.3,53.71,Below Average,,,,Fail,,2026-03-26 00:33:49
151,Elangbam Ibomcha,,,,Male,18,51.3,4.8,61.65,39.23,7.5,Yes,4,13.4,PhD,Low,No,Yes,No,5.7,5.4,90.01,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
152,Keisham Tomba,,,,Male,15,83.85,5.3,81.74,92.09,2.0,Yes,4,13.4,High School,High,Yes,No,No,7.9,3.8,87.54,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
153,Rajkumar Ibotombi,,,,Male,22,49.37,2.8,78.06,49.25,5.7,No,4,13.3,High School,Medium,Yes,Yes,No,2.1,4.3,74.55,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
154,Nongmaikapam Dinesh,,,,Male,15,54.07,2.7,87.06,45.65,6.3,No,1,10.3,Bachelor,Medium,No,No,Yes,9.2,3.9,60.93,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
155,Sanjenbam Biren,,,,Male,17,97.8,5.1,91.42,90.0,2.6,Yes,2,7.3,Master,Low,Yes,No,No,6.3,4.8,97.73,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
156,Oinam Reena,Oinam Ongbi,parent156@example.com,78 School Zone,Imphal,Female,18,55.32,6.1,84.12,87.2,9.7,Yes,1,14.6,Master,Medium,Yes,No,No,7.6,4.1,58.83,Below Average,,,,Fail,,2026-03-26 00:33:49
157,Pukhrambam Ibungo,,,,Male,22,79.7,2.1,77.01,61.38,2.6,No,2,6.0,PhD,Low,No,No,No,1.3,7.1,70.37,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
158,Longjam Sanalembi,,,,Female,20,98.72,9.0,32.22,64.25,2.6,No,2,10.9,High School,Medium,Yes,No,No,3.8,3.7,85.74,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
159,Yendrembam Sanjoy,,,,Male,24,62.46,4.3,67.45,45.24,9.2,No,3,8.7,Bachelor,Medium,Yes,Yes,No,3.4,4.2,82.22,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
160,Leishangthem Ibemhal,Leishangthem Ongbi,parent160@example.com,34 Tech Park,Imphal,Female,21,41.05,7.7,32.64,35.48,5.2,Yes,2,5.5,High School,High,No,No,No,9.5,4.9,53.72,Below Average,,,,Fail,,2026-03-26 00:33:49
161,Thounaojam Nara,,,,Male,22,54.65,8.2,86.56,70.14,1.6,Yes,5,19.5,Master,Medium,Yes,Yes,No,2.7,1.0,83.04,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
162,Sagolsem Rajen,,,,Male,16,89.85,5.8,52.45,36.88,6.4,Yes,5,5.2,Bachelor,Medium,Yes,No,No,7.4,5.4,87.43,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
163,Konthoujam Thoibi,,,,Female,24,91.88,4.3,69.37,61.45,6.4,Yes,3,6.2,High School,Medium,Yes,No,Yes,1.4,3.3,87.11,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
164,Khundongbam Tombi,,,,Female,22,86.11,9.3,49.56,95.83,1.6,No,5,3.2,Master,Medium,Yes,No,No,2.8,1.5,72.83,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
165,Wahengbam Bembem,,,,Female,17,46.79,7.2,84.78,96.7,9.8,No,3,16.5,Bachelor,Low,Yes,Yes,Yes,4.0,9.2,121.22,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
166,Oinam Bishorjit,,,,Male,21,87.73,6.4,92.06,46.75,5.9,No,8,11.7,Bachelor,Medium,Yes,Yes,Yes,8.2,3.9,99.19,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
167,Potsangbam Sanatombi,,,,Female,17,95.12,3.5,57.9,73.69,6.0,Yes,8,12.3,Master,High,Yes,No,No,8.1,4.8,95.21,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
168,Longjam Ibotombi,,,,Male,21,76.04,7.2,90.4,63.19,5.7,No,4,16.4,High School,Medium,Yes,Yes,No,9.6,8.4,99.65,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
169,Leishangthem Romesh,,,,Male,16,96.45,8.5,48.7,91.3,6.5,No,1,6.9,High School,Medium,No,No,Yes,9.3,2.5,71.37,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
170,Maisnam Priyabala,,,,Female,24,89.61,3.0,67.43,49.0,3.4,No,0,3.9,High School,High,Yes,No,No,1.7,8.7,88.57,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
171,Heisnam Memchoubi,,,,Female,20,80.02,10.3,90.11,30.26,3.6,Yes,3,4.0,Bachelor,High,Yes,Yes,No,8.5,3.2,101.83,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
172,Konthoujam Tomba,,,,Male,17,74.63,7.6,52.81,41.38,5.6,Yes,4,14.7,High School,Medium,Yes,Yes,Yes,5.1,6.3,100.5,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
173,Khundongbam Suresh,,,,Male,17,60.91,6.6,96.78,54.47,8.3,No,3,12.3,Bachelor,Medium,Yes,No,No,8.8,7.2,88.14,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
174,Sorokhaibam Reena,Sorokhaibam Ongbi,parent174@example.com,67 Business Center,Imphal,Female,23,49.56,4.5,38.53,52.1,1.4,Yes,6,4.1,High School,High,No,No,No,1.8,9.1,57.61,Below Average,,,,Fail,,2026-03-26 00:33:49
175,Ningthoujam Sanalembi,,,,Female,21,76.3,12.3,31.28,85.4,6.4,No,4,2.9,PhD,High,Yes,No,No,8.4,6.5,97.65,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
176,Thangjam Ibemhal,,,,Female,19,59.09,3.2,93.29,77.64,8.3,Yes,4,2.4,High School,High,Yes,Yes,No,2.4,5.1,119.4,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
177,Wahengbam Nandakumar,,,,Male,24,91.99,5.8,34.81,50.97,2.4,No,3,12.6,High School,Medium,Yes,No,No,4.0,6.2,61.48,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
178,Potsangbam Biren,,,,Male,21,99.6,4.5,99.43,62.04,1.1,No,2,0.0,High School,Medium,Yes,Yes,No,1.3,2.8,89.31,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
179,Maisnam Sanjit,,,,Male,23,85.15,2.1,96.6,36.69,3.8,No,5,0.4,Master,Low,Yes,Yes,No,2.1,7.2,106.64,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
180,Heisnam Ibomcha,,,,Male,15,45.43,3.0,39.59,92.87,6.3,Yes,4,7.8,Bachelor,Medium,Yes,Yes,No,5.0,2.7,79.31,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
181,Sorokhaibam Romen,Sorokhaibam Ongbi,parent181@example.com,12 Industrial Estate,Imphal,Male,21,57.32,8.1,67.63,95.48,2.2,No,3,13.8,Master,High,Yes,No,No,8.4,6.0,58.9,Below Average,,,,Fail,,2026-03-26 00:33:49
182,Ningthoujam Tomba,,,,Male,20,46.55,14.1,42.94,98.59,4.8,No,5,13.9,Master,High,Yes,Yes,No,8.0,6.8,83.39,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
183,Laishram Thoibi,,,,Female,24,79.03,8.3,59.97,90.8,6.0,Yes,2,8.6,PhD,Medium,Yes,No,Yes,3.1,9.1,116.76,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
184,Thangjam Ibungo,,,,Male,23,85.91,7.2,34.3,42.18,6.4,No,2,13.8,Master,Medium,Yes,No,Yes,2.4,5.1,80.91,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
185,Laishram Bimol,,,,Male,15,95.54,14.5,45.67,33.23,3.5,Yes,2,10.4,High School,Medium,No,No,No,4.5,8.0,101.81,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
186,Angom Sanjoy,,,,Male,18,66.29,2.8,55.43,70.57,4.6,Yes,3,19.5,Master,Medium,Yes,No,No,8.9,2.5,70.66,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
187,Angom Tombi,,,,Female,23,94.08,3.4,60.71,93.88,8.0,Yes,3,3.2,PhD,Medium,Yes,Yes,Yes,1.8,2.4,104.58,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
188,Tongbram Ibohal,,,,Male,18,92.67,6.4,98.42,42.41,9.5,No,3,12.0,PhD,Medium,No,No,No,5.9,5.7,102.29,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
189,Mutum Somorjit,,,,Male,24,59.03,5.8,86.55,30.49,8.8,Yes,0,9.8,High School,Low,Yes,Yes,Yes,1.8,6.4,99.8,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
190,Tongbram Bembem,,,,Female,17,92.13,5.9,81.62,86.38,6.1,No,4,3.9,Bachelor,Medium,Yes,No,Yes,5.2,6.7,102.2,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
191,Hijam Rajen,,,,Male,23,62.54,4.0,67.59,35.38,4.7,Yes,4,15.0,High School,Low,Yes,Yes,Yes,2.1,7.7,97.45,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
192,Phuritshabam Ibotombi,,,,Male,16,57.81,6.0,88.8,58.96,4.0,Yes,2,5.5,High School,High,No,Yes,No,1.7,3.7,108.27,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
193,Sinam Dinesh,,,,Male,18,78.94,1.6,53.75,77.52,2.1,No,4,7.6,Master,Medium,Yes,Yes,No,2.7,6.6,76.56,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
194,Thoudam Robindro,,,,Male,20,59.7,11.7,79.62,46.58,2.0,No,2,7.5,PhD,High,Yes,Yes,Yes,3.3,2.7,91.0,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
195,Wangkhem Biren,,,,Male,16,77.81,6.5,99.56,35.88,7.2,No,1,4.9,Bachelor,Low,Yes,No,No,3.5,3.0,86.12,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
196,Mutum Sanatombi,,,,Female,22,76.59,8.5,52.02,83.9,3.3,Yes,1,8.6,Master,Low,Yes,No,Yes,6.8,1.6,81.08,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
197,Hijam Priyabala,,,,Female,22,73.81,6.2,77.18,74.11,3.3,Yes,1,9.5,High School,Medium,No,Yes,No,1.5,7.7,105.03,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
198,Phuritshabam Memchoubi,,,,Female,15,62.83,8.9,89.1,99.19,10.0,No,1,14.9,High School,Medium,Yes,No,Yes,1.7,5.6,124.41,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
199,Nongmaithem Nimai,,,,Male,17,72.91,5.5,94.11,54.1,2.7,No,2,15.3,Bachelor,Medium,Yes,No,No,2.7,3.1,71.92,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
200,Akoijam Tomba,,,,Male,24,75.79,10.5,80.26,34.32,2.3,Yes,1,3.2,Bachelor,Low,Yes,No,No,8.8,6.0,84.49,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
201,Thangjam Bobo,,,,Male,23,72.74,2.9,49.85,81.4,1.9,Yes,5,11.9,Master,Low,Yes,No,No,6.7,4.2,72.53,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
202,Thangjam Thoibi,,,,Female,19,66.67,9.9,52.84,66.52,6.2,No,2,17.9,Bachelor,Medium,No,Yes,Yes,7.6,8.5,88.49,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
203,Laishram Romen,,,,Male,20,40.88,9.9,31.45,44.92,6.7,Yes,1,2.2,Bachelor,Low,Yes,Yes,Yes,4.3,5.8,86.54,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
204,Oinam Suresh,,,,Male,18,75.22,1.5,83.26,84.72,4.3,No,3,9.5,Bachelor,Medium,Yes,No,No,2.9,1.3,84.05,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
205,Laishram Sanatombi,,,,Female,24,50.11,3.3,32.99,44.26,5.8,Yes,5,15.0,High School,Medium,Yes,No,No,1.3,9.9,82.8,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
206,Konsam Ibomcha,,,,Male,16,78.55,7.8,90.53,48.25,8.1,Yes,3,12.2,PhD,Low,Yes,No,No,5.4,1.7,96.71,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
207,Oinam Ibemhal,,,,Female,22,85.56,6.0,38.31,36.48,8.4,No,3,2.0,Bachelor,Low,Yes,No,No,6.2,7.3,74.64,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
208,Konsam Tombi,,,,Female,20,70.03,4.8,42.03,57.96,9.6,Yes,1,7.9,Bachelor,Low,Yes,No,No,9.1,4.9,66.38,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
209,Yumnam Bembem,,,,Female,19,72.54,2.1,63.36,59.33,8.4,Yes,2,10.1,Master,High,No,No,No,8.9,3.2,77.26,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
210,Yumnam Tomba,,,,Male,23,97.09,9.1,81.65,66.02,6.1,No,3,19.9,Bachelor,Medium,Yes,No,No,4.8,7.1,99.22,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
211,Ningthoujam Deven,Parent of Ningthoujam Deven,parent211@example.com,Address for student 211,Male,15,90.83,5.2,39.73,79.63,2.6,Yes,2,3.6,Master,High,Yes,No,Yes,4.8,2.1,53.98,Below Average,Fail,,,1,,2026-03-26 00:33:49,2026-03-26 00:33:49
212,Sorokhaibam Biren,,,,Male,19,94.85,5.4,60.8,93.43,1.9,Yes,4,19.6,High School,Low,Yes,No,No,2.5,8.7,95.38,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
213,Thounaojam Sanjit,,,,Male,20,88.83,6.0,63.8,39.64,1.5,No,4,7.5,High School,Medium,No,No,No,3.3,3.3,79.46,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
214,Wangkhem Ranjit,,,,Male,19,46.54,6.3,44.86,33.8,7.0,Yes,4,4.0,PhD,Low,Yes,No,No,9.3,4.3,72.7,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
215,Pukhrambam Priyokumar,,,,Male,20,48.94,3.1,38.09,31.3,8.3,Yes,2,8.3,Master,Medium,Yes,No,Yes,2.3,6.7,64.55,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
216,Heisnam Kiran,,,,Male,20,71.6,5.4,88.55,40.05,5.6,Yes,3,12.3,Bachelor,High,Yes,Yes,No,9.7,1.0,61.62,Below Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
217,Ningthoujam Sanalembi,,,,Female,21,54.76,7.6,65.17,76.06,1.5,Yes,1,4.3,Bachelor,High,Yes,No,No,5.5,5.3,74.26,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
218,Lourembam Ibungo,,,,Male,18,68.6,3.1,31.01,80.92,5.8,No,3,5.8,PhD,Medium,No,No,No,5.1,9.0,88.77,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
219,Sorokhaibam Ibungo,,,,Female,22,63.66,10.9,86.21,85.06,9.4,No,2,17.1,High School,High,Yes,No,Yes,2.6,7.1,112.53,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
220,Kshetrimayum Bishwajit,,,,Male,21,72.96,9.6,98.66,47.06,6.4,Yes,0,20.0,High School,Low,No,No,No,7.0,4.5,90.5,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
221,Moirangthem Somorjit,,,,Male,23,84.81,4.4,72.41,51.41,8.3,No,3,6.4,Bachelor,Medium,No,Yes,Yes,5.1,6.9,91.3,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
222,Naorem Dinesh,,,,Male,21,82.93,4.6,65.26,63.82,8.2,No,4,3.0,High School,Medium,Yes,Yes,No,4.3,9.4,106.42,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
223,Thounaojam Priyabala,,,,Female,17,71.27,1.7,91.49,34.42,9.4,Yes,1,15.9,High School,High,Yes,No,No,3.4,2.7,92.97,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
224,Wangkhem Ongbi,,,,Female,17,89.34,7.4,96.68,72.78,7.9,No,2,12.0,Master,Low,Yes,Yes,No,1.6,5.8,119.66,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
225,Pukhrambam Reena,,,,Female,22,65.85,6.8,82.82,98.86,7.7,Yes,5,2.0,High School,High,Yes,No,No,5.7,3.1,93.57,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
226,Heisnam Sunita,,,,Female,19,93.8,3.7,61.18,55.26,3.1,No,0,18.9,Master,Medium,No,Yes,No,3.8,8.7,99.52,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
227,Akoijam Sanatomba,,,,Male,18,44.28,10.6,71.46,82.7,1.5,No,1,1.6,Bachelor,Medium,Yes,No,No,7.4,7.5,83.22,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
228,Lourembam Sharmila,,,,Female,22,97.28,5.5,79.07,65.0,5.7,Yes,2,12.5,Bachelor,Low,Yes,No,Yes,7.5,8.2,111.52,Excellent,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
229,Chongtham Robindro,,,,Male,20,79.28,2.1,43.6,38.95,2.1,Yes,2,8.5,Bachelor,Medium,Yes,No,No,4.0,9.5,71.72,Average,Pass,,,,,2026-03-26 00:33:49,2026-03-26 00:33:49
